Date : 2024/09/17 16:56:09
Nom du projet : Pharynx-silicone-H3-2
Emplacement du projet : P:\Projets_2024\COSSE\Pharynx-silicone-H3-2\
L�gende : 
	Niveau de r�f�rence : 0
	Niveau courant : 7
	Param�tres Q4 : 
		Taille d'un �l�ment : 64
		Nombre maximum d'it�rations : 5
		Seuil de convergence : 0.001
Commentaires utilisateurs : 
	Op�rateur : 
	Lieu : 
	Date : 
	Distance Cam�ras : 
	Angle cam�ras : 
	Distance du Capteur � l'objet : 

X(px)	Y(px)	X0(mm)	Y0(mm)	Z0(mm)	DX(mm)	DY(mm)	DZ(mm)	
1220.00	1797.00	-2.59	-33.27	5.16	0.81	-0.20	0.80	
1283.00	1797.00	0.00	-33.25	5.26	0.87	-0.24	0.87	
1346.00	1797.00	2.60	-33.40	4.89	0.92	-0.23	0.89	
1409.00	1797.00	5.23	-33.72	4.11	0.92	-0.22	0.82	
1472.00	1797.00	7.90	-34.11	3.18	0.88	-0.24	0.68	
1535.00	1797.00	10.62	-34.63	1.90	0.82	-0.27	0.52	
1598.00	1797.00	13.47	-35.48	-0.20	0.74	-0.30	0.37	
1661.00	1797.00	16.44	-36.49	-2.74	0.60	-0.32	0.18	
1724.00	1797.00	19.37	-37.08	-4.20	0.41	-0.41	-0.13	
905.00	1860.00	-15.61	-35.96	5.31	0.78	0.04	0.49	
968.00	1860.00	-12.96	-35.78	5.78	0.75	-0.01	0.43	
1031.00	1860.00	-10.43	-36.20	4.75	0.73	-0.07	0.44	
1094.00	1860.00	-7.80	-36.04	5.15	0.74	-0.10	0.50	
1157.00	1860.00	-5.19	-35.98	5.30	0.75	-0.15	0.58	
1220.00	1860.00	-2.59	-35.86	5.58	0.77	-0.19	0.65	
1283.00	1860.00	0.01	-35.82	5.72	0.81	-0.23	0.71	
1346.00	1860.00	2.61	-35.96	5.41	0.84	-0.25	0.73	
1409.00	1860.00	5.23	-36.29	4.67	0.86	-0.24	0.70	
1472.00	1860.00	7.91	-36.71	3.67	0.83	-0.25	0.59	
1535.00	1860.00	10.64	-37.30	2.31	0.78	-0.27	0.46	
1598.00	1860.00	13.51	-38.25	0.03	0.68	-0.30	0.29	
1661.00	1860.00	16.46	-39.23	-2.31	0.50	-0.35	0.03	
1724.00	1860.00	19.37	-39.80	-3.61	0.35	-0.43	-0.22	
905.00	1923.00	-15.57	-38.32	6.25	0.77	0.04	0.48	
968.00	1923.00	-12.95	-38.22	6.45	0.72	-0.00	0.41	
1031.00	1923.00	-10.46	-38.92	4.92	0.69	-0.07	0.36	
1094.00	1923.00	-7.82	-38.72	5.42	0.69	-0.11	0.40	
1157.00	1923.00	-5.20	-38.58	5.75	0.70	-0.15	0.46	
1220.00	1923.00	-2.59	-38.47	6.02	0.72	-0.18	0.55	
1283.00	1923.00	0.01	-38.46	6.06	0.75	-0.21	0.63	
1346.00	1923.00	2.61	-38.57	5.82	0.78	-0.22	0.63	
1409.00	1923.00	5.25	-38.96	4.98	0.79	-0.25	0.57	
1472.00	1923.00	7.93	-39.45	3.89	0.78	-0.25	0.49	
1535.00	1923.00	10.68	-40.11	2.38	0.75	-0.26	0.42	
1598.00	1923.00	13.53	-41.00	0.36	0.65	-0.28	0.27	
1661.00	1923.00	16.45	-41.84	-1.52	0.47	-0.35	-0.01	
