Date : 2024/09/17 16:56:12
Nom du projet : Pharynx-silicone-H3-2
Emplacement du projet : P:\Projets_2024\COSSE\Pharynx-silicone-H3-2\
L�gende : 
	Niveau de r�f�rence : 0
	Niveau courant : 16
	Param�tres Q4 : 
		Taille d'un �l�ment : 64
		Nombre maximum d'it�rations : 5
		Seuil de convergence : 0.001
Commentaires utilisateurs : 
	Op�rateur : 
	Lieu : 
	Date : 
	Distance Cam�ras : 
	Angle cam�ras : 
	Distance du Capteur � l'objet : 

X(px)	Y(px)	X0(mm)	Y0(mm)	Z0(mm)	DX(mm)	DY(mm)	DZ(mm)	
1220.00	1734.00	-2.59	-30.81	4.38	-0.97	-0.31	-2.17	
1283.00	1734.00	0.01	-30.80	4.42	-0.98	-0.26	-2.44	
1346.00	1734.00	2.61	-30.93	4.12	-1.08	-0.24	-2.68	
1409.00	1734.00	5.24	-31.22	3.39	-1.18	-0.23	-2.74	
1472.00	1734.00	7.91	-31.61	2.42	-1.24	-0.23	-2.71	
1535.00	1734.00	10.64	-32.14	1.04	-1.17	-0.22	-2.48	
1598.00	1734.00	13.50	-32.95	-1.06	-0.88	-0.15	-1.93	
1661.00	1734.00	16.44	-33.82	-3.35	-0.58	-0.13	-1.47	
1724.00	1734.00	19.36	-34.37	-4.78	-0.36	-0.12	-1.14	
905.00	1797.00	-15.61	-33.46	4.64	-0.79	-0.35	-1.33	
968.00	1797.00	-12.95	-33.21	5.28	-0.92	-0.43	-1.49	
1031.00	1797.00	-10.40	-33.45	4.69	-0.93	-0.41	-1.48	
1094.00	1797.00	-7.79	-33.39	4.87	-0.89	-0.34	-1.53	
1157.00	1797.00	-5.19	-33.36	4.92	-0.88	-0.28	-1.76	
1220.00	1797.00	-2.59	-33.27	5.16	-0.87	-0.22	-1.99	
1283.00	1797.00	0.00	-33.25	5.26	-0.89	-0.16	-2.21	
1346.00	1797.00	2.60	-33.40	4.89	-0.95	-0.10	-2.33	
1409.00	1797.00	5.23	-33.72	4.11	-1.04	-0.09	-2.39	
1472.00	1797.00	7.90	-34.11	3.18	-1.08	-0.09	-2.36	
1535.00	1797.00	10.62	-34.63	1.90	-1.03	-0.08	-2.18	
1598.00	1797.00	13.47	-35.48	-0.20	-0.81	-0.07	-1.76	
1661.00	1797.00	16.44	-36.49	-2.74	-0.50	-0.08	-1.31	
1724.00	1797.00	19.37	-37.08	-4.20	-0.32	-0.12	-1.08	
905.00	1860.00	-15.61	-35.96	5.31	-0.70	-0.29	-1.25	
968.00	1860.00	-12.96	-35.78	5.78	-0.84	-0.39	-1.44	
1031.00	1860.00	-10.43	-36.20	4.75	-0.89	-0.40	-1.51	
1094.00	1860.00	-7.80	-36.04	5.15	-0.85	-0.32	-1.52	
1157.00	1860.00	-5.19	-35.98	5.30	-0.82	-0.26	-1.66	
1220.00	1860.00	-2.59	-35.86	5.58	-0.81	-0.19	-1.82	
1283.00	1860.00	0.01	-35.82	5.72	-0.81	-0.10	-1.96	
1346.00	1860.00	2.61	-35.96	5.41	-0.84	-0.03	-2.02	
1409.00	1860.00	5.23	-36.29	4.67	-0.87	0.01	-2.01	
1472.00	1860.00	7.91	-36.71	3.67	-0.89	0.04	-1.93	
1535.00	1860.00	10.64	-37.30	2.31	-0.83	0.04	-1.75	
1598.00	1860.00	13.51	-38.25	0.03	-0.61	0.01	-1.39	
1661.00	1860.00	16.46	-39.23	-2.31	-0.39	-0.04	-1.11	
1724.00	1860.00	19.37	-39.80	-3.61	-0.26	-0.11	-0.98	
905.00	1923.00	-15.57	-38.32	6.25	-0.66	-0.26	-1.18	
968.00	1923.00	-12.95	-38.22	6.45	-0.72	-0.30	-1.28	
1031.00	1923.00	-10.46	-38.92	4.92	-0.81	-0.35	-1.46	
1094.00	1923.00	-7.82	-38.72	5.42	-0.79	-0.30	-1.49	
1157.00	1923.00	-5.20	-38.58	5.75	-0.76	-0.22	-1.54	
1220.00	1923.00	-2.59	-38.47	6.02	-0.74	-0.14	-1.61	
1283.00	1923.00	0.01	-38.46	6.06	-0.72	-0.05	-1.65	
1346.00	1923.00	2.61	-38.57	5.82	-0.72	-0.00	-1.70	
1409.00	1923.00	5.25	-38.96	4.98	-0.74	0.02	-1.70	
1472.00	1923.00	7.93	-39.45	3.89	-0.71	0.07	-1.60	
1535.00	1923.00	10.68	-40.11	2.38	-0.62	0.07	-1.41	
1598.00	1923.00	13.53	-41.00	0.36	-0.48	0.04	-1.20	
1661.00	1923.00	16.45	-41.84	-1.52	-0.34	-0.03	-1.04	
