Date : 2024/09/17 16:56:09
Nom du projet : Pharynx-silicone-H3-2
Emplacement du projet : P:\Projets_2024\COSSE\Pharynx-silicone-H3-2\
L�gende : 
	Niveau de r�f�rence : 0
	Niveau courant : 8
	Param�tres Q4 : 
		Taille d'un �l�ment : 64
		Nombre maximum d'it�rations : 5
		Seuil de convergence : 0.001
Commentaires utilisateurs : 
	Op�rateur : 
	Lieu : 
	Date : 
	Distance Cam�ras : 
	Angle cam�ras : 
	Distance du Capteur � l'objet : 

X(px)	Y(px)	X0(mm)	Y0(mm)	Z0(mm)	DX(mm)	DY(mm)	DZ(mm)	
1157.00	1797.00	-5.19	-33.36	4.92	0.58	-0.17	0.39	
1220.00	1797.00	-2.59	-33.27	5.16	0.60	-0.21	0.43	
1283.00	1797.00	0.00	-33.25	5.26	0.63	-0.22	0.47	
1346.00	1797.00	2.60	-33.40	4.89	0.66	-0.21	0.50	
1409.00	1797.00	5.23	-33.72	4.11	0.65	-0.21	0.48	
1472.00	1797.00	7.90	-34.11	3.18	0.63	-0.23	0.41	
1535.00	1797.00	10.62	-34.63	1.90	0.60	-0.26	0.33	
1598.00	1797.00	13.47	-35.48	-0.20	0.57	-0.28	0.25	
1661.00	1797.00	16.44	-36.49	-2.74	0.48	-0.29	0.13	
1724.00	1797.00	19.37	-37.08	-4.20	0.33	-0.36	-0.12	
905.00	1860.00	-15.61	-35.96	5.31	0.59	-0.01	0.35	
968.00	1860.00	-12.96	-35.78	5.78	0.55	-0.06	0.28	
1031.00	1860.00	-10.43	-36.20	4.75	0.53	-0.12	0.24	
1094.00	1860.00	-7.80	-36.04	5.15	0.54	-0.14	0.28	
1157.00	1860.00	-5.19	-35.98	5.30	0.55	-0.17	0.31	
1220.00	1860.00	-2.59	-35.86	5.58	0.57	-0.19	0.35	
1283.00	1860.00	0.01	-35.82	5.72	0.59	-0.22	0.38	
1346.00	1860.00	2.61	-35.96	5.41	0.60	-0.22	0.41	
1409.00	1860.00	5.23	-36.29	4.67	0.62	-0.22	0.42	
1472.00	1860.00	7.91	-36.71	3.67	0.60	-0.23	0.37	
1535.00	1860.00	10.64	-37.30	2.31	0.58	-0.25	0.30	
1598.00	1860.00	13.51	-38.25	0.03	0.53	-0.27	0.20	
1661.00	1860.00	16.46	-39.23	-2.31	0.40	-0.31	0.00	
1724.00	1860.00	19.37	-39.80	-3.61	0.29	-0.39	-0.20	
905.00	1923.00	-15.57	-38.32	6.25	0.58	-0.00	0.35	
968.00	1923.00	-12.95	-38.22	6.45	0.53	-0.05	0.27	
1031.00	1923.00	-10.46	-38.92	4.92	0.50	-0.11	0.19	
1094.00	1923.00	-7.82	-38.72	5.42	0.50	-0.14	0.20	
1157.00	1923.00	-5.20	-38.58	5.75	0.51	-0.16	0.24	
1220.00	1923.00	-2.59	-38.47	6.02	0.53	-0.18	0.30	
1283.00	1923.00	0.01	-38.46	6.06	0.55	-0.20	0.36	
1346.00	1923.00	2.61	-38.57	5.82	0.57	-0.21	0.37	
1409.00	1923.00	5.25	-38.96	4.98	0.58	-0.23	0.34	
1472.00	1923.00	7.93	-39.45	3.89	0.58	-0.23	0.31	
1535.00	1923.00	10.68	-40.11	2.38	0.57	-0.24	0.28	
1598.00	1923.00	13.53	-41.00	0.36	0.52	-0.25	0.20	
1661.00	1923.00	16.45	-41.84	-1.52	0.38	-0.31	-0.02	
