Date : 2024/09/17 16:56:11
Nom du projet : Pharynx-silicone-H3-2
Emplacement du projet : P:\Projets_2024\COSSE\Pharynx-silicone-H3-2\
Légende : 
	Niveau de référence : 0
	Niveau courant : 12
	Paramètres Q4 : 
		Taille d'un élément : 64
		Nombre maximum d'itérations : 5
		Seuil de convergence : 0.001
Commentaires utilisateurs : 
	Opérateur : 
	Lieu : 
	Date : 
	Distance Caméras : 
	Angle caméras : 
	Distance du Capteur à l'objet : 

X(px)	Y(px)	X0(mm)	Y0(mm)	Z0(mm)	DX(mm)	DY(mm)	DZ(mm)	
1724.00	1734.00	19.36	-34.37	-4.78	-0.03	-0.26	-0.72	
905.00	1797.00	-15.61	-33.46	4.64	-0.42	-0.22	-0.69	
968.00	1797.00	-12.95	-33.21	5.28	-0.54	-0.31	-0.82	
1031.00	1797.00	-10.40	-33.45	4.69	-0.54	-0.31	-0.81	
1094.00	1797.00	-7.79	-33.39	4.87	-0.50	-0.28	-0.90	
1157.00	1797.00	-5.19	-33.36	4.92	-0.49	-0.27	-1.15	
1220.00	1797.00	-2.59	-33.27	5.16	-0.48	-0.24	-1.40	
1283.00	1797.00	0.00	-33.25	5.26	-0.51	-0.22	-1.66	
1346.00	1797.00	2.60	-33.40	4.89	-0.58	-0.19	-1.82	
1409.00	1797.00	5.23	-33.72	4.11	-0.68	-0.22	-1.92	
1472.00	1797.00	7.90	-34.11	3.18	-0.73	-0.23	-1.92	
1535.00	1797.00	10.62	-34.63	1.90	-0.69	-0.23	-1.76	
1598.00	1797.00	13.47	-35.48	-0.20	-0.47	-0.22	-1.35	
1661.00	1797.00	16.44	-36.49	-2.74	-0.17	-0.23	-0.91	
1724.00	1797.00	19.37	-37.08	-4.20	-0.01	-0.26	-0.70	
905.00	1860.00	-15.61	-35.96	5.31	-0.37	-0.18	-0.66	
968.00	1860.00	-12.96	-35.78	5.78	-0.50	-0.29	-0.83	
1031.00	1860.00	-10.43	-36.20	4.75	-0.53	-0.32	-0.88	
1094.00	1860.00	-7.80	-36.04	5.15	-0.49	-0.28	-0.91	
1157.00	1860.00	-5.19	-35.98	5.30	-0.46	-0.25	-1.07	
1220.00	1860.00	-2.59	-35.86	5.58	-0.45	-0.21	-1.24	
1283.00	1860.00	0.01	-35.82	5.72	-0.45	-0.16	-1.42	
1346.00	1860.00	2.61	-35.96	5.41	-0.49	-0.12	-1.52	
1409.00	1860.00	5.23	-36.29	4.67	-0.53	-0.11	-1.55	
1472.00	1860.00	7.91	-36.71	3.67	-0.55	-0.09	-1.49	
1535.00	1860.00	10.64	-37.30	2.31	-0.50	-0.10	-1.33	
1598.00	1860.00	13.51	-38.25	0.03	-0.28	-0.14	-0.99	
1661.00	1860.00	16.46	-39.23	-2.31	-0.07	-0.19	-0.74	
1724.00	1860.00	19.37	-39.80	-3.61	0.05	-0.25	-0.62	
905.00	1923.00	-15.57	-38.32	6.25	-0.34	-0.17	-0.63	
968.00	1923.00	-12.95	-38.22	6.45	-0.41	-0.23	-0.74	
1031.00	1923.00	-10.46	-38.92	4.92	-0.49	-0.30	-0.89	
1094.00	1923.00	-7.82	-38.72	5.42	-0.46	-0.27	-0.92	
1157.00	1923.00	-5.20	-38.58	5.75	-0.42	-0.22	-0.97	
1220.00	1923.00	-2.59	-38.47	6.02	-0.40	-0.16	-1.05	
1283.00	1923.00	0.01	-38.46	6.06	-0.39	-0.11	-1.13	
1346.00	1923.00	2.61	-38.57	5.82	-0.39	-0.09	-1.22	
1409.00	1923.00	5.25	-38.96	4.98	-0.41	-0.09	-1.26	
1472.00	1923.00	7.93	-39.45	3.89	-0.39	-0.06	-1.18	
1535.00	1923.00	10.68	-40.11	2.38	-0.30	-0.06	-0.99	
1598.00	1923.00	13.53	-41.00	0.36	-0.16	-0.11	-0.82	
1661.00	1923.00	16.45	-41.84	-1.52	-0.03	-0.18	-0.68	
