Date : 2024/09/17 16:56:10
Nom du projet : Pharynx-silicone-H3-2
Emplacement du projet : P:\Projets_2024\COSSE\Pharynx-silicone-H3-2\
L�gende : 
	Niveau de r�f�rence : 0
	Niveau courant : 11
	Param�tres Q4 : 
		Taille d'un �l�ment : 64
		Nombre maximum d'it�rations : 5
		Seuil de convergence : 0.001
Commentaires utilisateurs : 
	Op�rateur : 
	Lieu : 
	Date : 
	Distance Cam�ras : 
	Angle cam�ras : 
	Distance du Capteur � l'objet : 

X(px)	Y(px)	X0(mm)	Y0(mm)	Z0(mm)	DX(mm)	DY(mm)	DZ(mm)	
905.00	1797.00	-15.61	-33.46	4.64	-0.23	-0.14	-0.50	
968.00	1797.00	-12.95	-33.21	5.28	-0.35	-0.22	-0.60	
1031.00	1797.00	-10.40	-33.45	4.69	-0.36	-0.24	-0.56	
1094.00	1797.00	-7.79	-33.39	4.87	-0.34	-0.22	-0.59	
1157.00	1797.00	-5.19	-33.36	4.92	-0.33	-0.22	-0.75	
1220.00	1797.00	-2.59	-33.27	5.16	-0.32	-0.21	-0.92	
1283.00	1797.00	0.00	-33.25	5.26	-0.33	-0.20	-1.08	
1346.00	1797.00	2.60	-33.40	4.89	-0.37	-0.18	-1.18	
1409.00	1797.00	5.23	-33.72	4.11	-0.45	-0.20	-1.25	
1472.00	1797.00	7.90	-34.11	3.18	-0.50	-0.21	-1.25	
1535.00	1797.00	10.62	-34.63	1.90	-0.47	-0.21	-1.15	
1598.00	1797.00	13.47	-35.48	-0.20	-0.33	-0.20	-0.90	
1661.00	1797.00	16.44	-36.49	-2.74	-0.12	-0.19	-0.62	
1724.00	1797.00	19.37	-37.08	-4.20	-0.02	-0.21	-0.50	
905.00	1860.00	-15.61	-35.96	5.31	-0.20	-0.11	-0.47	
968.00	1860.00	-12.96	-35.78	5.78	-0.34	-0.21	-0.62	
1031.00	1860.00	-10.43	-36.20	4.75	-0.38	-0.25	-0.63	
1094.00	1860.00	-7.80	-36.04	5.15	-0.35	-0.22	-0.62	
1157.00	1860.00	-5.19	-35.98	5.30	-0.32	-0.21	-0.71	
1220.00	1860.00	-2.59	-35.86	5.58	-0.31	-0.19	-0.81	
1283.00	1860.00	0.01	-35.82	5.72	-0.30	-0.16	-0.91	
1346.00	1860.00	2.61	-35.96	5.41	-0.32	-0.13	-0.97	
1409.00	1860.00	5.23	-36.29	4.67	-0.35	-0.12	-0.99	
1472.00	1860.00	7.91	-36.71	3.67	-0.36	-0.11	-0.96	
1535.00	1860.00	10.64	-37.30	2.31	-0.33	-0.13	-0.87	
1598.00	1860.00	13.51	-38.25	0.03	-0.19	-0.15	-0.67	
1661.00	1860.00	16.46	-39.23	-2.31	-0.06	-0.17	-0.53	
1724.00	1860.00	19.37	-39.80	-3.61	0.02	-0.20	-0.46	
905.00	1923.00	-15.57	-38.32	6.25	-0.19	-0.09	-0.43	
968.00	1923.00	-12.95	-38.22	6.45	-0.27	-0.16	-0.53	
1031.00	1923.00	-10.46	-38.92	4.92	-0.35	-0.23	-0.64	
1094.00	1923.00	-7.82	-38.72	5.42	-0.34	-0.21	-0.64	
1157.00	1923.00	-5.20	-38.58	5.75	-0.31	-0.19	-0.66	
1220.00	1923.00	-2.59	-38.47	6.02	-0.29	-0.16	-0.69	
1283.00	1923.00	0.01	-38.46	6.06	-0.27	-0.12	-0.72	
1346.00	1923.00	2.61	-38.57	5.82	-0.26	-0.12	-0.77	
1409.00	1923.00	5.25	-38.96	4.98	-0.27	-0.12	-0.80	
1472.00	1923.00	7.93	-39.45	3.89	-0.25	-0.10	-0.76	
1535.00	1923.00	10.68	-40.11	2.38	-0.19	-0.10	-0.64	
1598.00	1923.00	13.53	-41.00	0.36	-0.10	-0.12	-0.55	
1661.00	1923.00	16.45	-41.84	-1.52	-0.02	-0.16	-0.49	
