Date : 2024/09/17 16:56:12
Nom du projet : Pharynx-silicone-H3-2
Emplacement du projet : P:\Projets_2024\COSSE\Pharynx-silicone-H3-2\
Légende : 
	Niveau de référence : 0
	Niveau courant : 15
	Paramètres Q4 : 
		Taille d'un élément : 64
		Nombre maximum d'itérations : 5
		Seuil de convergence : 0.001
Commentaires utilisateurs : 
	Opérateur : 
	Lieu : 
	Date : 
	Distance Caméras : 
	Angle caméras : 
	Distance du Capteur à l'objet : 

X(px)	Y(px)	X0(mm)	Y0(mm)	Z0(mm)	DX(mm)	DY(mm)	DZ(mm)	
1661.00	1734.00	16.44	-33.82	-3.35	-0.36	-0.23	-1.43	
1724.00	1734.00	19.36	-34.37	-4.78	-0.15	-0.23	-1.11	
905.00	1797.00	-15.61	-33.46	4.64	-0.53	-0.26	-1.05	
968.00	1797.00	-12.95	-33.21	5.28	-0.64	-0.34	-1.19	
1031.00	1797.00	-10.40	-33.45	4.69	-0.64	-0.34	-1.21	
1094.00	1797.00	-7.79	-33.39	4.87	-0.61	-0.29	-1.30	
1157.00	1797.00	-5.19	-33.36	4.92	-0.59	-0.25	-1.54	
1220.00	1797.00	-2.59	-33.27	5.16	-0.59	-0.21	-1.79	
1283.00	1797.00	0.00	-33.25	5.26	-0.61	-0.16	-2.03	
1346.00	1797.00	2.60	-33.40	4.89	-0.68	-0.12	-2.18	
1409.00	1797.00	5.23	-33.72	4.11	-0.78	-0.13	-2.27	
1472.00	1797.00	7.90	-34.11	3.18	-0.83	-0.14	-2.26	
1535.00	1797.00	10.62	-34.63	1.90	-0.79	-0.14	-2.10	
1598.00	1797.00	13.47	-35.48	-0.20	-0.58	-0.15	-1.70	
1661.00	1797.00	16.44	-36.49	-2.74	-0.29	-0.18	-1.27	
1724.00	1797.00	19.37	-37.08	-4.20	-0.13	-0.23	-1.06	
905.00	1860.00	-15.61	-35.96	5.31	-0.46	-0.21	-1.01	
968.00	1860.00	-12.96	-35.78	5.78	-0.59	-0.31	-1.18	
1031.00	1860.00	-10.43	-36.20	4.75	-0.62	-0.34	-1.27	
1094.00	1860.00	-7.80	-36.04	5.15	-0.58	-0.28	-1.30	
1157.00	1860.00	-5.19	-35.98	5.30	-0.56	-0.23	-1.46	
1220.00	1860.00	-2.59	-35.86	5.58	-0.55	-0.18	-1.63	
1283.00	1860.00	0.01	-35.82	5.72	-0.54	-0.10	-1.78	
1346.00	1860.00	2.61	-35.96	5.41	-0.59	-0.05	-1.87	
1409.00	1860.00	5.23	-36.29	4.67	-0.63	-0.03	-1.89	
1472.00	1860.00	7.91	-36.71	3.67	-0.65	-0.01	-1.82	
1535.00	1860.00	10.64	-37.30	2.31	-0.60	-0.03	-1.66	
1598.00	1860.00	13.51	-38.25	0.03	-0.40	-0.08	-1.33	
1661.00	1860.00	16.46	-39.23	-2.31	-0.19	-0.14	-1.08	
1724.00	1860.00	19.37	-39.80	-3.61	-0.08	-0.22	-0.97	
905.00	1923.00	-15.57	-38.32	6.25	-0.44	-0.19	-0.97	
968.00	1923.00	-12.95	-38.22	6.45	-0.49	-0.24	-1.07	
1031.00	1923.00	-10.46	-38.92	4.92	-0.57	-0.30	-1.24	
1094.00	1923.00	-7.82	-38.72	5.42	-0.55	-0.26	-1.28	
1157.00	1923.00	-5.20	-38.58	5.75	-0.51	-0.19	-1.34	
1220.00	1923.00	-2.59	-38.47	6.02	-0.49	-0.13	-1.42	
1283.00	1923.00	0.01	-38.46	6.06	-0.48	-0.06	-1.49	
1346.00	1923.00	2.61	-38.57	5.82	-0.48	-0.02	-1.56	
1409.00	1923.00	5.25	-38.96	4.98	-0.50	-0.02	-1.59	
1472.00	1923.00	7.93	-39.45	3.89	-0.49	0.02	-1.50	
1535.00	1923.00	10.68	-40.11	2.38	-0.40	0.01	-1.32	
1598.00	1923.00	13.53	-41.00	0.36	-0.27	-0.05	-1.14	
1661.00	1923.00	16.45	-41.84	-1.52	-0.15	-0.13	-1.00	
